Birth_Year,Education_Level,Annual_Income,Kids_Home,Teens_Home,Last_Purchase_Recency,Spent_Wine,Spent_Fruits,Spent_Meat,Spent_Fish,Spent_Sweets,Spent_Gold,Deals_Purchased,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visits,Campaign1_Accepted,Campaign2_Accepted,Campaign3_Accepted,Campaign4_Accepted,Campaign5_Accepted,Filed_Complaint,Contact_Cost,Revenue_Contribution,Campaign_Response,Country,City,Region_Code,Mobile_App_User,Email_Subscriber,Referred_By_Friend,Social_Media_User,Membership_Tier,Total_Amount_Spent,Customer_Age,Family_Size,Senior_Citizen,Device_Type_Mobile,Device_Type_Tablet,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Total_kids,Income_per_person,Cluster,PCA1,PCA2,High_Spender
1951,0,46451.41,0,2,24,421,79,36,54,129,425,8,1,0,8,19,1,1,0,0,1,1,3,11,0,Germany,São Paulo,808,1,1,1,0,1,1144,74,3,1,True,False,True,False,False,False,2,11612.8525,2,0.9568217962602388,-0.3447937402329331,False
1940,1,79263.93,1,1,44,631,98,611,191,6,15,0,9,2,4,15,0,0,0,0,0,1,3,11,1,UK,Mumbai,289,0,0,0,0,0,1552,85,2,1,True,False,False,False,False,True,2,26421.309999999998,2,-0.23882227723087535,-0.1913913572242061,True
1994,2,42854.13,2,1,12,447,87,354,89,80,444,7,4,3,6,2,0,0,0,1,0,1,3,11,0,Germany,New York,346,0,1,1,1,1,1501,31,4,0,True,False,False,False,True,False,3,8570.826,3,-0.6657684833611851,-1.223990070577851,True
1961,0,78683.01,0,2,34,728,58,439,130,160,391,1,3,1,3,11,0,1,1,0,1,1,3,11,1,USA,Berlin,163,0,1,0,0,0,1906,64,2,1,True,False,False,True,False,False,2,26227.67,3,-1.3315318629554516,-0.7075948859847139,True
1979,2,57596.37,2,2,31,144,89,688,35,21,465,9,8,7,4,12,0,1,1,0,1,0,3,11,0,UK,London,823,0,0,1,0,3,1442,46,4,0,False,True,False,True,False,False,4,11519.274000000001,3,-0.4166220530700135,-1.1655897957090537,False
1976,1,58449.38,0,2,71,908,6,505,59,13,286,7,3,6,9,15,0,1,0,0,1,1,3,11,1,Brazil,São Paulo,307,1,1,0,1,1,1777,49,3,0,False,False,True,False,False,False,2,14612.345,1,-0.6813859357530485,0.14710736697242688,True
1986,1,42323.54,0,1,21,852,24,449,119,181,316,0,7,5,4,9,0,0,0,0,1,1,3,11,0,Brazil,New York,804,0,1,1,0,0,1941,39,2,0,True,False,False,False,True,False,1,14107.846666666666,3,-0.9718747433450157,-0.7620965957549296,True
1940,1,58653.76,0,2,5,334,44,763,262,128,184,0,7,2,4,0,1,1,0,1,0,0,3,11,0,USA,Mumbai,840,0,1,1,0,2,1715,85,3,1,False,False,False,False,True,False,2,14663.44,2,0.25387348363745393,-1.4574960807867718,True
1940,1,75390.7,2,1,48,623,89,564,83,199,465,8,8,6,2,9,0,0,0,1,1,1,3,11,0,Brazil,London,616,0,1,1,0,3,2023,85,3,1,True,False,False,False,False,True,3,18847.675,0,-0.27566287110895,-1.232738580173999,True
1996,1,47827.59,2,0,10,628,25,485,237,40,429,9,1,8,4,6,0,0,0,0,1,1,3,11,0,Germany,Berlin,469,0,0,1,1,2,1844,29,2,0,True,False,False,True,False,False,2,15942.529999999999,3,-1.4008066017670275,-1.1876401506962033,True
1981,2,44909.05,0,0,70,535,29,150,82,135,110,2,8,8,5,13,0,0,0,1,1,0,3,11,0,Germany,Berlin,577,0,1,1,1,1,1041,44,0,0,False,False,False,False,False,False,0,44909.05,1,-0.012409869077920448,1.9141961783258392,False
1993,1,46298.56,2,1,14,774,65,126,39,28,297,0,5,3,6,17,1,0,1,0,0,1,3,11,1,Germany,London,691,1,1,0,1,2,1329,32,3,0,True,False,False,False,False,True,3,11574.64,3,-0.6220068322556026,-0.9248971448614793,False
1981,1,74301.67,0,1,67,447,52,242,287,80,149,7,6,2,3,14,1,1,0,1,0,1,3,11,0,India,Berlin,628,1,0,0,0,0,1257,44,1,0,False,False,False,False,False,True,1,37150.835,1,-1.2938493686611543,1.4241959352574334,False
1960,0,62830.27,1,2,39,116,72,28,241,90,371,3,3,1,2,8,0,1,1,0,0,0,3,11,0,India,New York,537,0,1,1,1,0,918,65,3,1,True,False,False,False,False,True,3,15707.5675,0,0.3737893776817621,0.06127974050292913,False
1954,2,71715.2,2,1,33,62,38,227,235,44,185,0,2,2,7,11,0,0,0,1,0,0,3,11,0,India,Berlin,115,1,1,0,1,0,791,71,4,1,True,False,True,False,False,False,3,14343.039999999999,0,0.28185042459575776,0.1503932454925819,False
1956,1,54704.34,0,1,85,763,10,106,135,135,215,8,5,5,4,16,0,1,0,1,1,1,3,11,0,Brazil,Mumbai,112,0,1,1,1,1,1364,69,2,1,True,False,True,False,False,False,1,18234.78,1,0.47293885110105904,1.2484247433927722,False
1961,1,50589.79,1,2,29,741,78,740,98,116,339,1,0,7,6,13,0,0,1,1,1,0,3,11,0,Brazil,Berlin,348,1,0,1,1,0,2112,64,3,1,True,False,False,False,False,True,3,12647.4475,0,-0.18320954889563543,-1.8534913279059588,True
1977,0,56359.16,1,1,18,487,11,499,133,133,113,0,7,5,7,16,1,0,1,1,1,0,3,11,0,Germany,London,794,1,1,0,0,0,1376,48,2,0,False,True,False,False,False,False,2,18786.38666666667,3,-0.6371140941890792,-0.460331320096103,False
1974,3,66052.38,0,0,61,149,98,794,62,178,339,0,8,8,8,2,1,1,1,0,0,1,3,11,1,USA,São Paulo,178,1,0,1,1,0,1620,51,1,0,True,False,False,False,True,False,0,33026.19,1,-1.182873807570097,1.1325238945443044,True
1984,1,46293.23,1,1,61,617,49,709,43,22,54,1,2,0,5,8,1,0,0,0,0,0,3,11,0,UK,Mumbai,712,0,1,1,0,0,1494,41,3,0,True,False,False,False,True,False,2,11573.3075,1,-0.2900281778893489,0.2413216262536032,True
1955,1,70530.15,1,2,37,180,55,147,195,59,497,8,1,1,9,2,0,0,1,1,0,1,3,11,1,USA,Mumbai,382,1,0,1,0,0,1133,70,3,1,True,False,False,True,False,False,3,17632.5375,0,0.04148734486004074,-0.22159996143942706,False
1947,1,55487.46,0,1,29,329,39,693,251,40,16,7,3,9,9,5,1,0,1,0,0,0,3,11,1,India,São Paulo,201,0,0,1,0,2,1368,78,2,1,False,False,False,False,True,False,1,18495.82,2,0.40979769149791334,-0.007132564120221999,False
2001,2,13905.83,1,1,31,992,15,559,289,13,449,3,6,6,6,8,0,0,1,0,0,1,3,11,1,UK,New York,753,0,1,0,1,2,2317,24,3,0,False,False,False,False,True,False,2,3476.4575,3,-0.4000288179860423,-1.6972543670900149,True
1986,1,63252.4,1,1,82,267,48,618,0,26,45,1,2,5,7,11,0,0,1,0,1,1,3,11,1,India,London,462,1,0,1,1,1,1004,39,2,0,True,False,False,False,False,False,2,21084.133333333335,1,-0.5477015507401177,1.5345876654946549,False
1956,2,30915.42,0,0,24,455,31,695,91,194,161,8,3,7,5,12,0,1,1,0,0,1,3,11,1,Germany,New York,341,0,0,0,0,3,1627,69,1,1,True,False,False,False,True,False,0,15457.71,2,0.7205968050657711,-0.18890754300497722,True
1956,1,62887.59,0,2,86,103,81,488,114,139,293,7,7,9,5,3,0,1,0,1,1,0,3,11,0,Brazil,London,529,1,0,1,1,0,1218,69,2,1,False,False,False,False,False,False,2,20962.53,0,0.4107216948728064,1.0902061615630976,False
1993,1,63522.77,1,0,11,380,44,661,218,106,114,4,0,5,1,0,1,0,0,0,0,1,3,11,1,India,Mumbai,199,0,1,0,1,2,1523,32,2,0,False,False,True,False,False,False,1,21174.256666666664,3,-1.846232964459132,-0.13392820883731538,True
1965,1,54948.39,2,0,8,789,84,662,212,194,15,9,1,6,9,0,1,0,1,0,1,1,3,11,1,UK,São Paulo,894,0,0,0,1,3,1956,60,2,0,False,False,False,False,False,False,2,18316.13,3,-0.6775808811465578,-1.5508004401589561,True
1952,2,58155.21,0,2,36,998,79,161,216,167,358,9,9,3,4,4,0,0,0,1,1,1,3,11,0,UK,London,185,0,1,1,0,3,1979,73,3,1,False,False,True,False,False,False,2,14538.8025,2,-0.18151176326840035,-1.0582065150229807,True
1956,1,66483.06,2,2,16,166,70,771,215,64,90,9,4,8,2,0,1,1,1,1,1,1,3,11,1,UK,New York,356,0,1,1,1,0,1376,69,4,1,True,False,False,False,False,False,4,13296.612,0,0.003645527744315008,-1.4850226837264102,False
1977,2,42565.58,0,0,34,558,4,479,27,16,445,1,6,9,1,18,1,0,0,0,0,1,3,11,1,India,New York,787,1,1,1,0,3,1529,48,0,0,False,False,False,False,False,True,0,42565.58,2,-0.3941191764452687,0.44905947591719475,True
1956,1,61901.44,2,0,93,959,43,271,193,122,255,9,6,2,4,16,0,1,0,0,1,0,3,11,1,India,Berlin,496,0,1,1,1,0,1843,69,3,1,False,False,True,False,False,False,2,15475.36,0,-0.013895039307916201,0.40192465056530213,True
1987,3,67445.35,0,1,59,555,40,323,93,145,3,2,4,5,5,19,0,0,0,0,0,0,3,11,0,Germany,Berlin,377,1,1,0,0,1,1159,38,2,0,False,False,True,False,False,False,1,22481.783333333336,1,-1.1925826491122726,1.3579603078110953,False
1953,0,76401.24,1,2,3,15,96,539,107,9,185,7,0,1,2,16,0,0,1,0,0,0,3,11,0,UK,Berlin,866,1,1,0,1,3,951,72,4,1,True,False,False,False,True,False,3,15280.248000000001,2,-0.20079118118083908,-0.6534080839153891,False
1984,1,33413.3,1,0,40,826,94,744,210,126,465,7,0,5,6,7,1,1,1,0,1,0,3,11,1,India,São Paulo,315,0,1,0,0,1,2465,41,2,0,True,False,True,False,False,False,1,11137.766666666668,3,-0.8296264512008146,-1.1653181185877461,True
1945,1,56127.74,2,1,67,495,84,533,261,186,137,6,5,9,2,19,1,0,0,0,1,1,3,11,0,USA,Mumbai,408,1,1,0,0,3,1696,80,3,1,False,False,False,False,False,False,3,14031.935,0,0.7454004732401031,-0.5678797059684039,True
1974,1,35577.66,2,0,87,33,66,7,187,139,65,8,7,8,2,3,0,1,0,1,0,1,3,11,1,UK,Berlin,806,1,1,1,0,3,497,51,2,0,True,False,False,False,False,True,2,11859.220000000001,1,1.507112407832411,1.9116940576171864,False
1985,1,34941.17,0,0,2,941,73,217,168,16,58,6,7,5,5,14,1,0,0,0,0,0,3,11,1,Brazil,London,590,0,1,1,1,0,1473,40,0,0,False,False,False,False,False,True,0,34941.17,2,-0.5193936353569389,-0.1732130678866691,True
1953,1,55385.42,0,2,8,719,74,742,79,149,337,9,0,6,8,2,0,1,0,1,0,0,3,11,0,Germany,London,972,1,0,0,1,0,2100,72,3,1,True,False,False,False,True,False,2,13846.355,2,-0.37674277191641,-1.8332478277308122,True
1986,0,51161.84,2,0,10,973,21,349,82,105,222,2,4,1,1,13,1,1,0,1,1,1,3,11,0,USA,São Paulo,975,0,1,0,0,3,1752,39,2,0,True,False,False,False,False,False,2,17053.946666666667,3,-1.1026520359838443,-1.110522768804867,True
1947,1,67175.02,2,2,95,965,16,113,142,13,163,0,3,4,5,10,0,1,0,1,1,1,3,11,0,Brazil,Mumbai,168,0,1,1,0,0,1412,78,4,1,False,False,False,False,False,False,4,13435.004,0,0.7727331235965906,0.07548913156814935,False
2000,0,44807.35,1,0,60,566,88,692,33,40,359,2,1,5,9,7,1,1,0,1,1,1,3,11,0,Brazil,Mumbai,620,1,0,1,1,2,1778,25,1,0,True,False,False,True,False,False,1,22403.675,1,-1.2068459117429873,0.41949064422517957,True
1954,1,47989.23,2,1,92,887,91,136,13,7,89,1,8,2,4,16,0,1,1,0,1,1,3,11,1,Brazil,London,817,1,0,1,1,0,1223,71,4,1,False,False,True,False,False,False,3,9597.846000000001,0,1.3070021609600093,0.5705687300496985,False
1993,0,53172.56,1,2,97,764,49,425,241,114,106,5,8,9,3,14,1,0,0,0,1,1,3,11,0,India,São Paulo,918,1,0,0,1,3,1699,32,4,0,True,False,False,False,True,False,3,10634.511999999999,1,-0.6900437626346797,0.41914555008313187,True
2000,0,37072.57,2,2,97,369,83,122,101,144,331,4,2,3,9,5,0,1,1,0,0,0,3,11,0,USA,Mumbai,838,1,0,0,0,1,1150,25,4,0,False,False,False,False,False,True,4,7414.514,0,0.3440572144668876,0.5640196121277254,False
1966,0,39153.95,1,1,20,73,93,53,115,133,130,9,2,9,9,6,0,1,1,0,0,0,3,11,0,India,Berlin,822,1,0,1,0,0,597,59,2,0,True,False,False,True,False,False,2,13051.316666666666,2,1.1412085034358066,0.33484363656004756,False
1952,1,66741.48,1,2,24,535,30,330,267,70,293,8,9,7,1,9,0,0,0,1,1,1,3,11,1,USA,New York,744,0,0,1,0,0,1525,73,3,1,True,False,False,False,False,False,3,16685.37,2,-0.09141665358310554,-1.0804249488102164,True
1988,2,41765.67,1,1,84,922,12,408,36,49,93,7,6,2,7,6,1,0,1,1,1,0,3,11,1,Germany,New York,564,1,1,0,0,3,1520,37,3,0,True,False,True,False,False,False,2,10441.4175,1,-0.11963656145066655,0.6770702327831344,True
1970,3,67737.15,0,2,61,622,73,97,225,95,35,4,9,7,2,6,1,0,1,1,1,1,3,11,0,India,Berlin,810,1,1,1,0,0,1147,55,2,0,True,False,False,False,False,True,2,22579.05,1,-0.4047039865177174,0.8204891025703571,False
1992,0,59109.69,1,2,83,241,50,90,136,42,187,1,1,9,3,17,0,1,1,1,0,1,3,11,1,Germany,Berlin,378,1,0,1,0,0,746,33,3,0,False,False,False,True,False,False,3,14777.4225,1,-0.21496162089978485,1.438440188497241,False
1995,1,26787.03,2,2,23,456,32,498,121,122,209,9,0,4,8,3,1,1,0,1,1,1,3,11,1,Brazil,Berlin,737,1,1,0,0,2,1438,30,4,0,True,False,False,False,False,False,4,5357.406,3,0.25796220117463614,-1.5363846564394978,False
1974,1,57955.68,2,2,68,239,19,521,36,136,332,5,2,2,8,0,1,0,1,1,0,0,3,11,0,USA,London,741,0,1,1,0,1,1283,51,4,0,True,False,False,False,False,True,4,11591.136,0,0.11436711352798104,-0.2083146043419603,False
1999,1,57837.2,2,0,40,399,47,462,127,83,66,9,5,4,5,11,0,0,1,1,0,1,3,11,0,UK,London,219,0,0,1,1,3,1184,26,2,0,False,False,False,False,False,True,2,19279.066666666666,3,-1.2047428287281623,0.45317473949398357,False
1945,1,56343.93,0,0,56,129,77,241,63,41,131,4,1,9,9,5,1,0,1,1,0,0,3,11,1,Brazil,New York,333,1,1,0,1,0,682,80,0,1,False,False,False,False,False,False,0,56343.93,2,1.0191152167386361,1.9258281820312833,False
1944,1,47871.85,1,0,65,670,71,395,263,44,267,3,0,9,2,5,0,1,0,0,1,0,3,11,0,Brazil,Berlin,204,0,0,0,1,3,1710,81,1,1,False,True,False,False,False,False,1,23935.925,2,0.7899584954945382,0.19621782750502786,True
1961,1,35898.99,0,2,8,62,71,263,139,38,366,7,1,1,6,1,1,1,0,0,0,1,3,11,1,India,São Paulo,678,1,0,1,0,3,939,64,3,1,False,False,False,False,True,False,2,8974.7475,2,1.1057231723870047,-0.44707708162302806,False
1997,1,70193.19,1,0,7,46,91,709,292,65,394,7,2,5,1,18,0,1,0,0,1,1,3,11,0,Germany,Mumbai,912,0,1,1,0,1,1597,28,1,0,False,False,False,False,False,True,1,35096.595,3,-2.3601458611873785,-0.21138144777654078,True
1988,0,48476.31,2,2,95,254,73,343,15,63,394,7,8,9,6,5,1,0,1,0,0,0,3,11,1,Brazil,London,162,1,1,1,0,0,1142,37,4,0,False,False,False,False,False,False,4,9695.261999999999,0,0.2920463920157215,0.5596104675453477,False
1962,1,36748.91,1,2,57,530,13,768,104,188,440,4,3,4,3,14,0,0,0,0,0,0,3,11,0,Germany,São Paulo,197,0,1,1,1,3,2043,63,3,1,False,False,False,True,False,False,3,9187.2275,0,0.6000807081423649,-1.312098029801312,True
1964,1,56862.03,0,1,70,567,61,792,135,165,170,5,4,8,5,11,1,0,0,0,0,1,3,11,1,USA,Mumbai,183,1,0,0,0,2,1890,61,2,1,False,False,True,False,False,False,1,18954.01,1,-0.4345037369485914,0.323890918000673,True
1973,1,38858.3,0,1,37,10,50,174,81,65,236,2,8,7,8,16,1,1,0,1,1,1,3,11,1,Germany,New York,381,1,1,1,0,1,616,52,2,0,True,False,False,False,True,False,1,12952.766666666668,2,0.8322098338996973,1.184658734111308,False
1965,1,35763.71,0,1,19,853,77,778,73,138,430,5,7,6,6,17,1,1,0,1,0,0,3,11,0,Germany,Mumbai,513,1,0,0,0,3,2349,60,1,0,True,False,False,False,False,False,1,17881.855,2,-0.275371037724368,-1.5847158162968193,True
1986,2,44367.91,0,2,46,476,69,189,22,2,404,2,9,7,7,12,0,0,1,1,0,0,3,11,0,Brazil,São Paulo,604,1,1,1,1,1,1162,39,3,0,True,False,True,False,False,False,2,11091.9775,3,-0.10500537943738676,0.3574447390600317,False
1944,2,40019.03,2,1,78,376,97,214,233,136,22,7,8,5,8,11,0,0,0,1,0,1,3,11,0,Germany,São Paulo,437,0,1,1,0,1,1078,81,4,1,False,False,False,False,True,False,3,8003.806,0,2.038535661110689,0.2979402578672528,False
1965,1,36316.37,0,1,27,222,80,419,11,108,316,8,5,4,4,9,0,0,0,0,0,1,3,11,1,UK,New York,176,1,0,1,0,3,1156,60,1,0,False,True,False,False,False,True,1,18158.185,2,0.7266574315568919,0.16702422026043906,False
1959,1,62096.18,0,2,94,903,20,39,219,42,430,4,2,7,0,13,1,1,0,0,1,0,3,11,0,Brazil,São Paulo,696,1,1,0,0,3,1653,66,3,1,True,False,True,False,False,False,2,15524.045,0,0.03018479815181897,0.7005063775257578,True
1945,1,48292.58,0,2,59,73,91,70,246,190,80,8,1,0,7,2,1,0,1,0,0,1,3,11,0,Brazil,London,270,1,1,0,0,1,750,80,3,1,True,False,False,False,True,False,2,12073.145,2,1.6408360018854098,0.8886957096928947,False
1945,1,68784.2,2,0,21,133,37,218,242,108,64,7,5,1,3,15,0,1,0,0,0,0,3,11,0,UK,São Paulo,417,1,0,0,0,0,802,80,2,1,False,False,False,False,False,False,2,22928.066666666666,2,0.4900947167591016,0.2385505868683188,False
1998,0,37182.36,1,2,50,670,14,364,130,137,421,7,2,8,5,12,1,1,1,0,1,0,3,11,0,USA,Berlin,697,1,0,1,0,0,1736,27,3,0,True,False,False,False,False,False,3,9295.59,3,-0.5227514959397166,-0.7591564334177858,True
1989,1,24086.58,2,0,23,754,35,516,34,100,479,1,3,6,6,15,1,0,0,0,1,0,3,11,1,UK,Mumbai,643,1,1,1,0,1,1918,36,3,0,False,False,False,False,True,False,2,6021.645,3,-0.11874662029823138,-1.3254637360155508,True
1957,1,52231.56,2,2,97,610,99,736,128,87,390,7,7,7,4,4,1,1,1,0,1,0,3,11,1,Germany,New York,829,0,1,0,0,3,2050,68,4,1,True,False,False,False,False,True,4,10446.312,0,0.532699296597775,-0.8072507995012858,True
1943,1,77839.68,2,1,72,305,8,184,221,122,397,4,0,4,8,6,1,1,0,0,1,1,3,11,1,Brazil,São Paulo,728,1,0,1,0,0,1237,82,4,1,False,True,False,False,True,False,3,15567.935999999998,0,0.3055327803607849,0.3650431312734625,False
1956,3,57964.8,1,2,60,871,98,143,116,31,192,5,9,6,0,1,1,1,1,1,1,1,3,11,1,USA,Mumbai,371,1,1,1,1,3,1451,69,3,1,False,False,False,True,False,False,3,14491.2,0,0.4229009450401315,-0.2835320937490784,True
1996,2,98230.61,0,0,1,249,58,394,201,67,115,8,2,5,7,11,0,0,1,1,1,1,3,11,0,Brazil,Berlin,971,0,0,0,1,0,1084,29,1,0,False,False,False,False,True,False,0,49115.305,3,-3.2884675341813816,1.0984730252546004,False
1953,0,54980.89,2,2,88,540,81,693,110,102,165,1,4,8,6,15,0,0,0,1,0,0,3,11,1,UK,New York,848,0,0,1,0,1,1691,72,5,1,True,False,False,False,True,False,4,9163.481666666667,0,0.7983159118891678,-0.5258802744341761,True
1953,0,53533.28,0,2,75,276,53,382,254,134,305,9,8,9,2,0,1,0,1,0,1,1,3,11,0,USA,São Paulo,542,0,1,0,1,0,1404,72,2,1,False,False,False,False,False,False,2,17844.426666666666,0,0.6944767618972233,0.4852426539843935,False
1952,0,17669.56,0,1,54,168,16,727,232,172,456,0,6,5,0,7,0,0,1,1,1,1,3,11,1,Brazil,Mumbai,785,1,1,1,0,3,1771,73,1,1,False,False,False,False,False,True,1,8834.78,2,1.658073921259117,-0.38201503914044477,True
1946,2,56419.21,1,2,3,836,81,701,269,45,285,1,2,0,0,12,0,0,0,1,1,1,3,11,1,USA,New York,464,0,1,0,0,1,2217,79,4,1,True,False,False,False,True,False,3,11283.842,2,-0.13416863099778928,-2.6005437325433034,True
1983,2,52530.02,1,1,57,196,3,355,240,59,249,1,7,5,0,2,1,0,1,1,1,1,3,11,0,USA,London,698,0,1,0,1,3,1102,42,3,0,False,False,True,False,False,False,2,13132.505,1,-0.22272742950860455,0.7344555762566708,False
1994,3,43888.68,2,0,12,599,83,262,215,156,33,7,8,4,8,5,1,1,0,1,0,0,3,11,1,Brazil,London,936,1,0,0,0,1,1348,31,2,0,False,True,False,False,False,False,2,14629.56,3,-0.7432402479827376,-0.5490337323045708,False
1954,1,47948.32,1,2,92,334,12,315,83,63,25,6,1,6,3,0,1,0,1,0,0,1,3,11,1,Brazil,São Paulo,611,1,1,0,0,3,832,71,3,1,False,False,False,False,False,False,3,11987.08,0,1.6282182168660728,1.086738251257156,False
1958,2,48978.49,1,0,95,439,74,470,288,105,180,1,6,1,4,7,0,1,0,1,0,0,3,11,0,Germany,Mumbai,997,1,0,0,1,1,1556,67,2,1,False,False,False,False,True,False,1,16326.163333333332,1,0.5489823397483887,1.1602759485436325,True
1982,1,47301.06,1,2,26,795,42,76,119,173,400,1,4,6,5,13,0,0,0,1,0,0,3,11,0,UK,Berlin,604,1,1,1,0,3,1605,43,4,0,False,False,True,False,False,False,3,9460.212,3,-0.4134302741485844,-1.1133436922047966,True
1986,2,81345.72,0,1,29,161,96,562,178,129,213,8,5,2,0,6,1,1,0,0,0,0,3,11,1,UK,Mumbai,228,0,0,0,1,1,1339,39,2,0,True,False,False,False,True,False,1,27115.24,3,-2.0817489354165732,0.6281942830969879,False
1983,2,44437.07,1,2,61,55,91,468,86,2,490,1,4,7,7,10,0,0,1,1,0,0,3,11,0,India,Berlin,428,1,1,0,0,1,1192,42,4,0,True,False,True,False,False,False,3,8887.414,0,0.23042970948255082,0.15050508078671762,False
1974,1,52539.71,2,1,64,972,7,123,15,91,402,8,9,6,0,0,0,0,1,1,1,1,3,11,0,India,Berlin,998,1,0,0,0,2,1610,51,3,0,False,False,False,False,False,False,3,13134.9275,0,-0.10748003207180341,-0.32261569134197565,True
1956,1,43941.48,1,0,10,182,19,123,296,169,445,5,1,5,9,15,1,0,1,0,1,0,3,11,0,India,Mumbai,550,0,1,1,1,0,1234,69,2,1,True,False,True,False,False,False,1,14647.160000000002,2,0.5601858265784283,-0.2856784383779907,False
1974,2,61751.47,2,0,86,939,81,678,90,67,268,0,6,2,5,6,0,0,1,1,1,0,3,11,0,UK,São Paulo,584,0,1,1,0,1,2123,51,3,0,False,False,False,False,True,False,2,15437.8675,1,-0.936147673038597,0.027496957772342664,True
1958,1,52651.46,2,1,48,415,70,716,13,189,79,9,4,5,3,14,1,1,1,1,0,0,3,11,0,India,London,486,1,0,1,1,0,1482,67,3,1,True,False,False,True,False,False,3,13162.865,0,0.47377433620049986,-0.6204264847787466,True
1959,0,45801.34,1,2,16,891,60,163,28,29,43,5,0,8,1,10,0,0,0,0,0,0,3,11,1,Germany,New York,562,0,0,0,0,0,1214,66,3,1,True,False,False,True,False,False,3,11450.335,2,0.7438563319422992,-1.0107025007706174,False
1975,0,21110.48,0,1,14,213,43,523,141,30,283,0,3,7,5,3,1,1,1,0,1,0,3,11,0,UK,London,482,1,0,1,0,0,1233,50,2,0,True,False,True,False,False,False,1,7036.826666666667,2,0.8611797606665913,-0.295050730111995,False
1974,1,53649.62,2,1,26,28,96,327,134,168,232,5,5,5,1,19,0,0,0,1,1,1,3,11,1,USA,New York,703,1,1,1,0,2,985,51,4,0,True,False,False,False,True,False,3,10729.924,3,0.11567396418071121,-0.28957487173166774,False
1971,1,45356.36,2,1,9,2,50,495,264,21,359,0,7,1,7,10,0,0,1,0,0,1,3,11,1,Germany,New York,912,0,0,1,0,0,1191,54,3,0,True,False,False,False,False,True,3,11339.09,3,0.3001782911017098,-1.0364774022055323,False
1997,0,49088.89,2,1,79,324,57,106,52,72,173,5,4,1,5,8,1,0,0,1,0,0,3,11,0,Brazil,London,137,1,1,1,1,3,784,28,3,0,False,False,False,True,False,False,3,12272.2225,1,-0.029082952531759396,1.2346531171161839,False
1987,1,32263.13,1,0,27,778,74,355,46,8,465,9,2,7,5,6,1,1,0,1,1,0,3,11,0,India,Mumbai,387,0,1,1,0,0,1726,38,1,0,True,False,False,False,False,False,1,16131.565,3,-0.3686279890014679,-0.4525482018591275,True
1983,1,71499.23,2,1,1,765,29,564,46,158,232,2,1,2,1,14,1,1,0,1,1,1,3,11,0,Brazil,London,521,0,0,1,1,2,1794,42,4,0,False,False,False,False,True,False,3,14299.846,3,-1.787198548873304,-1.6206678803971069,True
1979,1,62851.15,1,1,34,175,98,188,255,143,331,5,1,4,8,12,0,1,1,1,0,0,3,11,1,Brazil,São Paulo,230,0,0,1,1,1,1190,46,3,0,False,False,False,False,True,False,2,15712.7875,3,-0.7315977284072916,0.2112477770009621,False
1963,1,71460.59,2,0,14,616,83,121,278,34,80,2,2,5,4,1,1,1,1,0,1,1,3,11,0,India,New York,298,1,0,0,0,1,1212,62,2,1,False,False,False,True,False,False,2,23820.196666666667,2,-0.6580629506605586,-0.27682704103891054,False
2000,0,67204.69,0,0,58,820,9,235,158,149,494,9,9,1,6,16,1,1,1,0,1,0,3,11,1,Brazil,São Paulo,234,0,0,0,0,3,1865,25,0,0,False,False,False,False,False,True,0,67204.69,1,-2.397691677738766,0.9678932732169702,True
2000,0,58884.76,2,0,74,311,93,22,259,117,338,5,2,2,2,14,1,1,1,1,0,0,3,11,1,UK,São Paulo,302,1,1,1,1,2,1140,25,2,0,False,True,False,False,False,False,2,19628.253333333334,1,-1.0343556706878212,1.2509418000549184,False
1956,0,32865.76,1,2,32,948,17,790,96,179,105,5,2,9,8,12,0,0,1,0,0,0,3,11,0,USA,London,132,0,1,1,1,3,2135,69,3,1,True,False,False,False,False,True,3,8216.44,0,0.749600154909268,-2.0539741735737143,True
1946,2,77650.81,1,2,54,153,24,741,149,186,313,6,2,5,3,2,1,1,1,0,1,1,3,11,0,USA,London,292,0,1,0,0,3,1566,79,3,1,False,False,False,False,False,False,3,19412.7025,0,-0.17848021951845813,-0.42872141476275133,True
1982,1,36085.47,2,0,79,392,95,284,184,140,123,5,7,4,8,0,0,0,0,0,1,0,3,11,1,India,New York,212,1,1,1,1,2,1218,43,2,0,False,False,False,True,False,False,2,12028.49,1,0.5545092514287498,0.8597872795678736,False
1989,2,45973.89,1,1,74,363,33,433,30,124,419,5,8,5,0,18,0,0,1,0,0,1,3,11,0,Germany,London,229,0,1,1,0,0,1402,36,3,0,True,False,False,False,True,False,2,11493.4725,1,-0.30113206687764654,0.6751364636571731,False
1940,1,60603.53,0,1,83,970,43,663,203,178,484,5,5,5,8,15,0,1,1,1,0,0,3,11,1,Brazil,São Paulo,428,1,0,0,1,0,2541,85,1,1,True,False,False,False,False,False,1,30301.765,0,-0.16856828677365485,-0.4140170175133344,True
1974,3,61348.11,1,0,51,704,38,149,96,166,294,8,3,5,1,2,1,0,1,0,0,1,3,11,0,Germany,London,471,1,1,1,1,3,1447,51,2,0,True,False,False,False,True,False,1,20449.37,1,-0.7469317932688861,0.6364878100873659,False
